PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
EP,Electrical Permit,2018-001063 EP,Residential,Repair,No,5544 PINE PL,Power Kill required for electrical tie in,0319011209,LOT 9 BLK 8 PEPPERTREE PARK SEC 3,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,0,,,,1,1,,,,$750.00,,,,,,,5544 PINE PL,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845849,11845849,30.19446248,-97.74808239,"(30.19446248, -97.74808239)"
EP,Electrical Permit,2018-001059 EP,Residential,Auxiliary Power,No,5544 PINE PL,50kWAC 54kWDC PV roof top install346 SqFt,0319011209,LOT 9 BLK 8 PEPPERTREE PARK SEC 3,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,,,,1,1,,,,$28350.00,,,,,,,5544 PINE PL,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845845,11845845,30.19446248,-97.74808239,"(30.19446248, -97.74808239)"
PP,Plumbing Permit,2018-001051 PP,Residential,Change Out,No,6708 BANCROFT WOODS DR,Replacement of an existing water heater,0170011402,LOT 3 BLK 1 BANCROFT WOODS,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,,,,,,,,,,,,,$2168.00,,,6708 BANCROFT WOODS DR,AUSTIN,TX,78729,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845836,11845836,30.44281666,-97.75115209,"(30.44281666, -97.75115209)"
BP,Building Permit,2018-001006 BP,R- 329 Res Structures Other Than Bldg,New,No,11903 INDIANHEAD DR,New pool and spa with concrete decking,0252230302,LOT 13 BLK B EUBANK ACRES SEC 2,2017/12/06,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,595,,$50000.00,1,1,,,,,,,,,,,11903 INDIANHEAD DR,AUSTIN,TX,78753,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845768,11845768,30.38649897,-97.67672173,"(30.38649897, -97.67672173)"
EP,Electrical Permit,2018-000986 EP,Residential,Upgrade,No,9900 CHUKAR CIR,Install new main panel and meter can Install 6 bare ground wire and bond gas line Install new grounding system Install inter system bond,0245131028,LOT 13 BLK E QUAIL CREEK WEST PHS II SEC 8,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,0,,,,1,1,,,,$1855.00,,,,,,,9900 CHUKAR CIR,AUSTIN,TX,78758,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845747,11845747,30.37585689,-97.70888179,"(30.37585689, -97.70888179)"
PP,Plumbing Permit,2018-000980 PP,Residential,Change Out,No,8615 PUTNAM DR BLDG B,Replacement of an existing water heater,0241101901,,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,,,,,,,,,,,,,$900.00,,,8615 PUTNAM DR BLDG B,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845741,11845741,,,
PP,Plumbing Permit,2018-000979 PP,Residential,Change Out,No,7262 BERKMAN DR,Replacement of an existing water heater,0229190802,LOT 10 CORONADO HILLS SEC 2A,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,,,,,,,,,,,,,$2266.00,,,7262 BERKMAN DR,AUSTIN,TX,78752,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845740,11845740,30.32673493,-97.68825289,"(30.32673493, -97.68825289)"
EP,Electrical Permit,2018-000977 EP,Residential,Repair,No,3209 HANCOCK DR,Temporary Meeter Loop for construction power  Reference 2017074700,0128020304,LOT 9 BLK H HIGHLAND PARK WEST,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,0,,,,1,1,,,,$500.00,,,,,,,3209 HANCOCK DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845738,11845738,30.33173625,-97.75829441,"(30.33173625, -97.75829441)"
PP,Plumbing Permit,2018-000895 PP,Residential,Repair,No,2208 MEADOWBROOK DR,Cap off water and wastewater taps for demo,0116060206,LOT 95 TARRY TOWN NO 2,2017/08/28,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2019/09/21,,,0,,,,1,1,,,,,,,,$500.00,,,2208 MEADOWBROOK DR,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845633,11845633,30.29753992,-97.77043624,"(30.29753992, -97.77043624)"
PP,Plumbing Permit,2018-000888 PP,R- 329 Res Structures Other Than Bldg,New,No,500 SUNNY LN,Addition of a spa and additional concrete decking to existing pool,0201030103,LOT 62 LESS N 268SQ FT WOODLAWN ADDN,2017/12/01,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/08,,,,42,,,1,1,,,,,,,,,,,500 SUNNY LN,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845626,11845626,30.25239259,-97.74318277,"(30.25239259, -97.74318277)"
PP,Plumbing Permit,2018-000832 PP,Residential,Change Out,No,1006 FAUNTLEROY TRL,Replacement of an existing water heater,0246160401,LOT 17 WHITE PLAINS SEC 2,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,,,,,,,,,,,,,$2000.00,,,1006 FAUNTLEROY TRL,AUSTIN,TX,78758,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845563,11845563,30.37759888,-97.69445186,"(30.37759888, -97.69445186)"
EP,Electrical Permit,2018-000726 EP,Residential,Auxiliary Power,No,15813 DEBBA DR,100kWAC 111kWDC PV rooftop install710 SqFt,0145660605,LOT 7 BLK B MOUNTAINTOP ACRES,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,,,,1,1,,,,$54390.00,,,,,,,15813 DEBBA DR,LAKEWAY,TX,78734,,LAKEWAY ETJ,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845447,11845447,30.37700402,-97.95012267,"(30.37700402, -97.95012267)"
EP,Electrical Permit,2018-000675 EP,Residential,Repair,No,5100 AVENUE F,plug for tankless,0223080243,LOT 1 BLK 1 SMITH  ABRAHAMSON SUBD,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,0,,,,1,1,,,,$500.00,,,,,,,5100 AVENUE F,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845378,11845378,30.3157763,-97.72267956,"(30.3157763, -97.72267956)"
PP,Plumbing Permit,2018-000671 PP,Residential,Repair,No,5100 AVENUE F,install tankless water heater,0223080243,LOT 1 BLK 1 SMITH  ABRAHAMSON SUBD,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,0,,,,1,1,,,,,,,,$4775.00,,,5100 AVENUE F,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845371,11845371,30.3157763,-97.72267956,"(30.3157763, -97.72267956)"
BP,Building Permit,2018-000656 BP,R- 101 Single Family Houses,New,No,3716 BRECKENRIDGE DR,New 1 story Single Family residence attached garage covered porch and rear covered patio,0318181136,LOT 3 BLK O COLORADO CROSSING IV SEC 3,2017/11/17,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,1871,,$83460.00,1,1,,,,,,,,,,,3716 BRECKENRIDGE DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845355,11845355,30.20060637,-97.69721247,"(30.20060637, -97.69721247)"
EP,Electrical Permit,2018-000624 EP,C-1001 Commercial Finish Out,Remodel,No,1414 S LAMAR BLVD UNIT 103,Tenant Finish  Out to create Personal Services,0102040427,29647 AC OF LOT 9  0613 AC OF LOT 10 EVERGREEN HEIGHTS,2017/10/13,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/07,,,1589,,,,1,1,,,,$42000.00,,,,,,,1414 S LAMAR BLVD UNIT 103,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845316,11845316,30.25292421,-97.76384617,"(30.25292421, -97.76384617)"
EP,Electrical Permit,2018-000578 EP,Commercial,Repair,No,4605 MANOR RD,Interior retrofit lighting for Small business lighting program,0215190508,LOT 1 ABUNDANT LIFE COVENANT SUBD,2018/01/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,0,,,,1,1,,,,$7500.00,,,,,,,4605 MANOR RD,AUSTIN,TX,78723,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845268,11845268,30.2930416,-97.68885933,"(30.2930416, -97.68885933)"
EP,Electrical Permit,2018-000477 EP,Commercial,Repair,No,4408 LONG CHAMP DR,Install VFD on existing HVAC unit,0134180201,LOT 1 DAVENPORT RANCH PHS 4 SEC 1,2018/01/02,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/01,,,0,,,,1,1,,,,$2000.00,,,,,,,4408 LONG CHAMP DR,AUSTIN,TX,78746,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845142,11845142,30.34288432,-97.79725961,"(30.34288432, -97.79725961)"
BP,Building Permit,2018-000431 BP,C-1000 Commercial Remodel,Remodel,No,6201 BOLM RD UNIT 101,New and Relocation of  Existing Kitchen Equipment in an Existing Commercial Kitchen,0202190904,LOT 1A INTERCHANGE BUSINESS CENTER AMENDED PLAT LTS 1610 BLK B,2017/11/01,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,1000,,$54000.00,,1,1,,$15000.00,,$7000.00,,$26000.00,,$6000.00,,$0.00,6201 BOLM RD UNIT 101,AUSTIN,TX,78721,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845074,11845074,30.25485887,-97.68409792,"(30.25485887, -97.68409792)"
MP,Mechanical Permit,2017-161132 MP,C-1000 Commercial Remodel,Remodel,No,4112 MEDICAL PKWY,Walk in Cooler,0221020723,LOT 1 BLK A DRAUGHT HOUSE SUBD,2017/09/27,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/02,,,160,,,,0,0,,,,,,$4200.00,,,,,4112 MEDICAL PKWY,AUSTIN,TX,78756,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11844448,11844448,30.31105425,-97.74289522,"(30.31105425, -97.74289522)"
BP,Building Permit,2017-161118 BP,C-1000 Commercial Remodel,Remodel,No,3625 DUVAL RD UNIT 1932,Interior and exterior remodel to repair fire damage to existing multifamily,0260080603,BLK D NORTH LOOP BUSINESS PARK SEC 4,2017/11/08,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,990,,$89174.00,,1,1,,$89174.00,,$0.00,,$0.00,,$0.00,,$0.00,3625 DUVAL RD UNIT 1932,AUSTIN,TX,78759,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11844427,11844427,30.41132162,-97.72243388,"(30.41132162, -97.72243388)"
BP,Building Permit,2017-161117 BP,C-1000 Commercial Remodel,Remodel,No,3625 DUVAL RD UNIT 1922,Interior and exterior remodel to repair fire damage to existing multifamily,0260080603,BLK D NORTH LOOP BUSINESS PARK SEC 4,2017/11/08,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,990,,$89174.00,,1,1,,$89174.00,,$0.00,,$0.00,,$0.00,,$0.00,3625 DUVAL RD UNIT 1922,AUSTIN,TX,78759,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11844426,11844426,30.41132162,-97.72243388,"(30.41132162, -97.72243388)"
EP,Electrical Permit,2017-160830 EP,Residential,Repair,No,15813 DEBBA DR,Power Kill require for electrical tie in,0145660605,LOT 7 BLK B MOUNTAINTOP ACRES,2017/12/28,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,0,,,,1,1,,,,$750.00,,,,,,,15813 DEBBA DR,LAKEWAY,TX,78734,,LAKEWAY ETJ,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11844085,11844085,30.37700402,-97.95012267,"(30.37700402, -97.95012267)"
EP,Electrical Permit,2017-160829 EP,Residential,Repair,No,5412 BONNEVILLE BND,Power kill required for electrical tie in  Austin 2 Mile ETJ,0328180906,LOT 2 BLK A ADDISON SEC 2 SUBD,2017/12/28,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,0,,,,1,1,,,,$750.00,,,,,,,5412 BONNEVILLE BND,AUSTIN,TX,78744,,AUSTIN 2 MILE ETJ,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11844079,11844079,30.1770196,-97.69815665,"(30.1770196, -97.69815665)"
EP,Electrical Permit,2017-160040 EP,R- 101 Single Family Houses,New,No,6525 RANCHITO DR,New 2story singlefamily residence attached garage covered entry porch and patio  PRODUCTION BUILDER,0330060433,LOT 11 BLK A SPRINGFIELD SEC 7,2017/12/01,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/26,,,,2599,,,2,1,,,,,,,,,,,6525 RANCHITO DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11843133,11843133,30.16934667,-97.73193077,"(30.16934667, -97.73193077)"
PP,Plumbing Permit,2017-159282 PP,R- 435 Renovations/Remodel,Repair,No,5903 MOUNTAIN VILLA DR,master bath remodel replace flooring cabinets and rebuild shower adding lights,0135070424,LOT 19 BLK H NORTHWEST HILLS LAKEVIEW III,2017/12/22,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/20,,,1,,,,1,1,,,,,,,,$6000.00,,,5903 MOUNTAIN VILLA DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11842265,11842265,30.34509653,-97.77487745,"(30.34509653, -97.77487745)"
EP,Electrical Permit,2017-159244 EP,R- 101 Single Family Houses,New,No,3100 FATHER JOE ZNOTAS ST,SMART housing New 2 story 3 bedroom 25 bathroom single family residence with covered patio Subchapter F,0207140344,LOT 8 BLK A GUADALUPESALDANA NET ZERO SUBD,2017/11/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/20,,,,1372,,,2,1,,,,,,,,,,,3100 FATHER JOE ZNOTAS ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11842204,11842204,30.26893536,-97.70198803,"(30.26893536, -97.70198803)"
EP,Electrical Permit,2017-159243 EP,R- 101 Single Family Houses,New,No,3021 FATHER JOE ZNOTAS ST,SMART housing New 2 story 3 bedroom 25 bathroom single family residence with covered patio Subchapter F,0207140357,LOT 10 BLK B GUADALUPESALDANA NET ZERO SUBD,2017/11/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/20,,,,1357,,,2,1,,,,,,,,,,,3021 FATHER JOE ZNOTAS ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11842199,11842199,30.26870369,-97.70235873,"(30.26870369, -97.70235873)"
EP,Electrical Permit,2017-159242 EP,R- 101 Single Family Houses,New,No,3101 FATHER JOE ZNOTAS ST,SMART housing New 2 story 3 bedroom 25 bathroom single family residence with covered patio Subchapter F,0207140359,LOT 8 BLK B GUADALUPESALDANA NET ZERO SUBD,2017/11/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/20,,,,1357,,,2,1,,,,,,,,,,,3101 FATHER JOE ZNOTAS ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11842194,11842194,30.26864102,-97.70211963,"(30.26864102, -97.70211963)"
EP,Electrical Permit,2017-159241 EP,R- 101 Single Family Houses,New,No,3020 FATHER JOE ZNOTAS ST,SMART housing New 2 story 3 bedroom 25 bathroom single family residence with covered patio Subchapter F,0207140346,LOT 10 BLK A GUADALUPESALDANA NET ZERO SUBD,2017/11/03,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/20,,,,1653,,,2,1,,,,,,,,,,,3020 FATHER JOE ZNOTAS ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11842189,11842189,30.26899796,-97.70222397,"(30.26899796, -97.70222397)"
PP,Plumbing Permit,2017-158653 PP,R- 101 Single Family Houses,New,No,10901 UKAOMA WAY,PRODUCTION BUILDER  New 2story singlefamily residence attached garage covered entry porch and patio,0239330731,LOT 41 BLK UU PIONEER CROSSING EAST SEC 3B,2017/12/08,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/20,,,,2656,,,2,1,,,,,,,,,,,10901 UKAOMA WAY,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841530,11841530,30.35464198,-97.64481934,"(30.35464198, -97.64481934)"
EP,Electrical Permit,2017-158552 EP,R- 101 Single Family Houses,New,No,5406 GOLDEN CANARY LN,New 2Story Condo with attached garage and patio CONDO RESIDENCE,0217230301,ABS 22 SUR 29 TANNEHILL J C ACR 28609,2017/09/07,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/20,,,,1984,,,2,1,,,,,,,,,,,5406 GOLDEN CANARY LN,AUSTIN,TX,78723,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841392,11841392,30.29615598,-97.67587419,"(30.29615598, -97.67587419)"
BP,Building Permit,2017-158418 BP,R- 102 Secondary Apartment,New,No,1913 COLLIER ST,new SDU with attached carport 2 bed25 bath,0100060401,LOT 14 BLK A BARTON HEIGHTS B ANNEX,2017/10/20,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,1555,,$125000.00,2,1,,,,,,,,,,,1913 COLLIER ST,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841210,11841210,30.25541075,-97.77141193,"(30.25541075, -97.77141193)"
BP,Building Permit,2017-158417 BP,R- 101 Single Family Houses,New,No,1913 COLLIER ST,new primary residence with attached garage 3 bed3 bath,0100060401,LOT 14 BLK A BARTON HEIGHTS B ANNEX,2017/10/20,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,2948,,$400000.00,2,1,,,,,,,,,,,1913 COLLIER ST,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841209,11841209,30.25541075,-97.77141193,"(30.25541075, -97.77141193)"
PP,Plumbing Permit,2017-158250 PP,C-1000 Commercial Remodel,Remodel,No,500 E RIVERSIDE DR UNIT 249,Interior remodel to existing multifamily,0201030207,UNT 233 BLD F RIVERWALK CONDOMINIUMS AMENDED PLUS 755 INTEREST IN COMMON AREA,2017/12/20,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/26,,,607,,,,1,1,,,,,,,,$0.00,,,500 E RIVERSIDE DR UNIT 249,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841020,11841020,30.2535916,-97.74303973,"(30.2535916, -97.74303973)"
PP,Plumbing Permit,2017-157304 PP,R- 101 Single Family Houses,New,No,9304 HUNTER LN,New Construction of a 1 story SingleFamily residence wattached 2car Garage Front Covered Porch Entry Bedrm 3 Bedrm 2 Master Bath Walkin Closet Master Bedrm Family Rm Breakfast Bath 2 Utility Rm Hallway Kitchen Dining Rm  Bedrm 4,0432130704,LOT 50 BLK A RESERVE AT SOUTHPARK MEADOWS II PHS 2A3A THE,2017/11/17,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/08,,,,2850,,,1,1,,,,,,,,,,,9304 HUNTER LN,AUSTIN,TX,78748,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11839831,11839831,30.16807788,-97.79989708,"(30.16807788, -97.79989708)"
PP,Plumbing Permit,2017-156907 PP,R- 101 Single Family Houses,New,No,8607 MOCCASIN PATH,New 2story singlefamily residence attached garage covered entry porch and patio,0404480492,LOT 22 BLK A ENCLAVE AT COVERED BRIDGE,2017/11/13,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/17,,,,3552,,,2,1,,,,,,,,,,,8607 MOCCASIN PATH,AUSTIN,TX,78736,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11839309,11839309,30.24348057,-97.89633454,"(30.24348057, -97.89633454)"
EP,Electrical Permit,2017-156239 EP,R- 103 Two Family Bldgs,New,No,107 E 31ST ST BLDG 2,Unit 21  New 2story Duplex Condominium Residence with covered porch and balcony DUPLEX CONDOMINIUM RESIDENCE,0216041304,LOT 7 BLK 2 DIV D GROOMS ADDN,2017/10/18,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,2376,,,1,2,,,,,,,,,,,107 E 31ST ST BLDG 2,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11838544,11838544,30.29459113,-97.73639294,"(30.29459113, -97.73639294)"
MP,Mechanical Permit,2017-155383 MP,R- 101 Single Family Houses,New,No,608 PUERTA VALLARTA LN,New 2 story Condominium Residence with attached garage covered porch and patio  CONDOMINIUM RESIDENCE,0449150901,,2017/11/29,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/13,,,,3042,,,2,1,,,,,,,,,,,608 PUERTA VALLARTA LN,AUSTIN,TX,78652,5,AUSTIN LTD,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11838427,11838427,30.12688893,-97.80806341,"(30.12688893, -97.80806341)"
BP,Building Permit,2017-155722 BP,R- 435 Renovations/Remodel,Repair,No,6009 BELFAST DR,Replace 5 Windows,0225170216,LOT 3 BLK H GASTON PARK,2017/12/14,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,1,,$2935.00,$2935.00,1,1,,$2935.00,,$0.00,,$0.00,,$0.00,,,6009 BELFAST DR,AUSTIN,TX,78723,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11837938,11837938,30.31594822,-97.69413751,"(30.31594822, -97.69413751)"
MP,Mechanical Permit,2017-155390 MP,R- 101 Single Family Houses,New,No,501 LINARES LN,New 2story Condominium Residence with attached garage covered porch and patio  CONDOMINIUM RESIDENCE,0449150901,,2017/10/20,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/13,,,,3042,,,2,1,,,,,,,,,,,501 LINARES LN,AUSTIN,TX,78652,5,AUSTIN LTD,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11837564,11837564,30.12647667,-97.81016864,"(30.12647667, -97.81016864)"
PP,Plumbing Permit,2017-155385 PP,R- 101 Single Family Houses,New,No,14006 EUCALYPTUS BND,New 2story Condominium Residence with attached garage covered porch and patio  CONDOMINIUM RESIDENCE,R538862,,2017/11/09,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/20,,,,2902,,,2,1,,,,,,,,,,,14006 EUCALYPTUS BND,AUSTIN,TX,78717,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11837558,11837558,30.47833609,-97.76851268,"(30.47833609, -97.76851268)"
PP,Plumbing Permit,2017-155168 PP,R- 101 Single Family Houses,New,No,9709 MC KNIGHT LOOP,New 2story Condominium Residence with attached garage covered entry porch patio and balcony  CONDOMINIUM RESIDENCE,R538396,,2017/11/20,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/13,,,,3240,,,2,1,,,,,,,,,,,9709 MC KNIGHT LOOP,AUSTIN,TX,78717,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11837330,11837330,30.48714778,-97.75599121,"(30.48714778, -97.75599121)"
